strain,locusId,gene_id,gene_name,description
Kang,B158DRAFT_1889,Kang:B158DRAFT_1889,B158DRAFT_1889,Ribosomal protein S14
Kang,B158DRAFT_1393,Kang:B158DRAFT_1393,B158DRAFT_1393,sulfur relay protein TusD/DsrE
Kang,B158DRAFT_1878,Kang:B158DRAFT_1878,B158DRAFT_1878,Ribosomal protein L23
Kang,B158DRAFT_0394,Kang:B158DRAFT_0394,B158DRAFT_0394,"potassium uptake protein, TrkH family"
Kang,B158DRAFT_2146,Kang:B158DRAFT_2146,B158DRAFT_2146,dihydrolipoamide dehydrogenase
Kang,B158DRAFT_0386,Kang:B158DRAFT_0386,B158DRAFT_0386,"proton translocating ATP synthase, F1 alpha subunit"
Kang,B158DRAFT_2319,Kang:B158DRAFT_2319,B158DRAFT_2319,3-demethylubiquinone-9 3-methyltransferase (EC 2.1.1.64)
Kang,B158DRAFT_2120,Kang:B158DRAFT_2120,B158DRAFT_2120,UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)
Kang,B158DRAFT_0365,Kang:B158DRAFT_0365,B158DRAFT_0365,"DNA gyrase, B subunit"
Kang,B158DRAFT_2529,Kang:B158DRAFT_2529,B158DRAFT_2529,NAD synthase
Kang,B158DRAFT_0771,Kang:B158DRAFT_0771,B158DRAFT_0771,Phosphopantetheine adenylyltransferase (EC 2.7.7.3)
Kang,B158DRAFT_1773,Kang:B158DRAFT_1773,B158DRAFT_1773,"DNA ligase, NAD-dependent"
Kang,B158DRAFT_0179,Kang:B158DRAFT_0179,B158DRAFT_0179,adenosylmethionine-8-amino-7-oxononanoate transaminase
Kang,B158DRAFT_2408,Kang:B158DRAFT_2408,B158DRAFT_2408,Isoleucyl-tRNA synthetase (EC 6.1.1.5)
Kang,B158DRAFT_1868,Kang:B158DRAFT_1868,B158DRAFT_1868,ribosomal protein L7/L12
Kang,B158DRAFT_2173,Kang:B158DRAFT_2173,B158DRAFT_2173,"lysyl-tRNA synthetase, class II (EC 6.1.1.6)"
Kang,B158DRAFT_0790,Kang:B158DRAFT_0790,B158DRAFT_0790,periplasmic chaperone for outer membrane proteins SurA
Kang,B158DRAFT_1839,Kang:B158DRAFT_1839,B158DRAFT_1839,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
Kang,B158DRAFT_2397,Kang:B158DRAFT_2397,B158DRAFT_2397,ribosomal protein L21
Kang,B158DRAFT_1084,Kang:B158DRAFT_1084,B158DRAFT_1084,undecaprenyl diphosphate synthase
Kang,B158DRAFT_1142,Kang:B158DRAFT_1142,B158DRAFT_1142,peptidoglycan-associated lipoprotein
Kang,B158DRAFT_2411,Kang:B158DRAFT_2411,B158DRAFT_2411,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)
Kang,B158DRAFT_1870,Kang:B158DRAFT_1870,B158DRAFT_1870,"DNA-directed RNA polymerase, beta' subunit, predominant form"
Kang,B158DRAFT_0104,Kang:B158DRAFT_0104,B158DRAFT_0104,polyribonucleotide nucleotidyltransferase
Kang,B158DRAFT_1899,Kang:B158DRAFT_1899,B158DRAFT_1899,SSU ribosomal protein S11P
Kang,B158DRAFT_1916,Kang:B158DRAFT_1916,B158DRAFT_1916,thiamine-monophosphate kinase
Kang,B158DRAFT_1156,Kang:B158DRAFT_1156,B158DRAFT_1156,ribosome-associated GTPase EngA
Kang,B158DRAFT_0388,Kang:B158DRAFT_0388,B158DRAFT_0388,"ATP synthase, F1 beta subunit"
Kang,B158DRAFT_1086,Kang:B158DRAFT_1086,B158DRAFT_1086,1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)
Kang,B158DRAFT_2081,Kang:B158DRAFT_2081,B158DRAFT_2081,"ABC-type (unclassified) transport system, ATPase component"
Kang,B158DRAFT_2121,Kang:B158DRAFT_2121,B158DRAFT_2121,cell division protein FtsW
Kang,B158DRAFT_1092,Kang:B158DRAFT_1092,B158DRAFT_1092,acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)
Kang,B158DRAFT_1069,Kang:B158DRAFT_1069,B158DRAFT_1069,succinyldiaminopimelate desuccinylase (EC 3.5.1.18)
Kang,B158DRAFT_0640,Kang:B158DRAFT_0640,B158DRAFT_0640,Uncharacterized protein conserved in bacteria
Kang,B158DRAFT_1494,Kang:B158DRAFT_1494,B158DRAFT_1494,glutamyl-tRNA synthetase (EC 6.1.1.17)
Kang,B158DRAFT_0111,Kang:B158DRAFT_0111,B158DRAFT_0111,NusA antitermination factor
Kang,B158DRAFT_2322,Kang:B158DRAFT_2322,B158DRAFT_2322,phosphoserine aminotransferase apoenzyme (EC 2.6.1.52)
Kang,B158DRAFT_2366,Kang:B158DRAFT_2366,B158DRAFT_2366,"electron transport complex, RnfABCDGE type, E subunit"
Kang,B158DRAFT_2126,Kang:B158DRAFT_2126,B158DRAFT_2126,cell division protein FtsA
Kang,B158DRAFT_2002,Kang:B158DRAFT_2002,B158DRAFT_2002,ribosomal protein S6
Kang,B158DRAFT_2321,Kang:B158DRAFT_2321,B158DRAFT_2321,DNA gyrase subunit A (EC 5.99.1.3)
Kang,B158DRAFT_1481,Kang:B158DRAFT_1481,B158DRAFT_1481,aspartate-semialdehyde dehydrogenase (peptidoglycan organisms)
Kang,B158DRAFT_1603,Kang:B158DRAFT_1603,B158DRAFT_1603,arginyl-tRNA synthetase (EC 6.1.1.19)
Kang,B158DRAFT_2098,Kang:B158DRAFT_2098,B158DRAFT_2098,LSU ribosomal protein L13P
Kang,B158DRAFT_2119,Kang:B158DRAFT_2119,B158DRAFT_2119,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)
Kang,B158DRAFT_2367,Kang:B158DRAFT_2367,B158DRAFT_2367,"electron transport complex, RnfABCDGE type, G subunit"
Kang,B158DRAFT_0110,Kang:B158DRAFT_0110,B158DRAFT_0110,translation initiation factor IF-2
Kang,B158DRAFT_0272,Kang:B158DRAFT_0272,B158DRAFT_0272,"pyridoxal-dependent decarboxylase, exosortase A system-associated"
Kang,B158DRAFT_1589,Kang:B158DRAFT_1589,B158DRAFT_1589,"lipoprotein releasing system, ATP-binding protein"
Kang,B158DRAFT_0006,Kang:B158DRAFT_0006,B158DRAFT_0006,Iron-sulfur cluster assembly accessory protein
Kang,B158DRAFT_1390,Kang:B158DRAFT_1390,B158DRAFT_1390,"sulfur relay protein, TusE/DsrC/DsvC family"
Kang,B158DRAFT_2385,Kang:B158DRAFT_2385,B158DRAFT_2385,phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)
Kang,B158DRAFT_2379,Kang:B158DRAFT_2379,B158DRAFT_2379,methionyl-tRNA synthetase (EC 6.1.1.10)
Kang,B158DRAFT_0565,Kang:B158DRAFT_0565,B158DRAFT_0565,malate dehydrogenase
Kang,B158DRAFT_0742,Kang:B158DRAFT_0742,B158DRAFT_0742,2-octaprenylphenol hydroxylase (EC 1.14.13.-)
Kang,B158DRAFT_2500,Kang:B158DRAFT_2500,B158DRAFT_2500,aconitase (EC 4.2.1.3)
Kang,B158DRAFT_0274,Kang:B158DRAFT_0274,B158DRAFT_0274,4-hydroxybenzoate polyprenyltransferase (EC 2.5.1.39)
Kang,B158DRAFT_2283,Kang:B158DRAFT_2283,B158DRAFT_2283,phosphopyruvate hydratase
Kang,B158DRAFT_0766,Kang:B158DRAFT_0766,B158DRAFT_0766,uroporphyrinogen decarboxylase (EC 4.1.1.37)
Kang,B158DRAFT_0540,Kang:B158DRAFT_0540,B158DRAFT_0540,"ABC-type Fe3+ transport system, periplasmic component"
Kang,B158DRAFT_1028,Kang:B158DRAFT_1028,B158DRAFT_1028,"methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)/5,10-methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)"
Kang,B158DRAFT_1169,Kang:B158DRAFT_1169,B158DRAFT_1169,Predicted permeases
Kang,B158DRAFT_2034,Kang:B158DRAFT_2034,B158DRAFT_2034,6-phosphofructokinase
Kang,B158DRAFT_2082,Kang:B158DRAFT_2082,B158DRAFT_2082,Uncharacterized protein conserved in bacteria
Kang,B158DRAFT_0557,Kang:B158DRAFT_0557,B158DRAFT_0557,Dihydrofolate reductase
Kang,B158DRAFT_1911,Kang:B158DRAFT_1911,B158DRAFT_1911,riboflavin synthase alpha chain (EC 2.5.1.9)
Kang,B158DRAFT_0869,Kang:B158DRAFT_0869,B158DRAFT_0869,dethiobiotin synthase
Kang,B158DRAFT_1168,Kang:B158DRAFT_1168,B158DRAFT_1168,Predicted permeases
Kang,B158DRAFT_0511,Kang:B158DRAFT_0511,B158DRAFT_0511,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (EC 1.2.1.12)
Kang,B158DRAFT_2123,Kang:B158DRAFT_2123,B158DRAFT_2123,UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8)
Kang,B158DRAFT_1071,Kang:B158DRAFT_1071,B158DRAFT_1071,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
Kang,B158DRAFT_1882,Kang:B158DRAFT_1882,B158DRAFT_1882,"ribosomal protein S3, bacterial type"
Kang,B158DRAFT_0273,Kang:B158DRAFT_0273,B158DRAFT_0273,glycerol-3-phosphate acyltransferase (EC 2.3.1.15)
Kang,B158DRAFT_1754,Kang:B158DRAFT_1754,B158DRAFT_1754,malonyl CoA-acyl carrier protein transacylase
Kang,B158DRAFT_1274,Kang:B158DRAFT_1274,B158DRAFT_1274,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
Kang,B158DRAFT_1160,Kang:B158DRAFT_1160,B158DRAFT_1160,tRNA-adenosine deaminase (EC 3.5.4.-)
Kang,B158DRAFT_0059,Kang:B158DRAFT_0059,B158DRAFT_0059,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
Kang,B158DRAFT_1164,Kang:B158DRAFT_1164,B158DRAFT_1164,valyl-tRNA synthetase (EC 6.1.1.9)
Kang,B158DRAFT_1886,Kang:B158DRAFT_1886,B158DRAFT_1886,"ribosomal protein L14, bacterial/organelle"
Kang,B158DRAFT_0062,Kang:B158DRAFT_0062,B158DRAFT_0062,pantoate--beta-alanine ligase
Kang,B158DRAFT_0615,Kang:B158DRAFT_0615,B158DRAFT_0615,"carbamoyl-phosphate synthase, small subunit"
Kang,B158DRAFT_2490,Kang:B158DRAFT_2490,B158DRAFT_2490,Adenylate kinase (EC 2.7.4.3)
Kang,B158DRAFT_0867,Kang:B158DRAFT_0867,B158DRAFT_0867,biotin biosynthesis protein BioC
Kang,B158DRAFT_1122,Kang:B158DRAFT_1122,B158DRAFT_1122,aspartyl-tRNA synthetase (EC 6.1.1.12)
Kang,B158DRAFT_1872,Kang:B158DRAFT_1872,B158DRAFT_1872,"ribosomal protein S7, bacterial/organelle"
Kang,B158DRAFT_0610,Kang:B158DRAFT_0610,B158DRAFT_0610,5-(carboxyamino)imidazole ribonucleotide synthase
Kang,B158DRAFT_2135,Kang:B158DRAFT_2135,B158DRAFT_2135,nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19)
Kang,B158DRAFT_2124,Kang:B158DRAFT_2124,B158DRAFT_2124,D-alanine--D-alanine ligase
Kang,B158DRAFT_2369,Kang:B158DRAFT_2369,B158DRAFT_2369,"electron transport complex, RnfABCDGE type, C subunit"
Kang,B158DRAFT_0979,Kang:B158DRAFT_0979,B158DRAFT_0979,"DNA topoisomerase IV, A subunit, proteobacterial"
Kang,B158DRAFT_0146,Kang:B158DRAFT_0146,B158DRAFT_0146,Co-chaperonin GroES (HSP10)
Kang,B158DRAFT_2063,Kang:B158DRAFT_2063,B158DRAFT_2063,peptide chain release factor 1
Kang,B158DRAFT_2371,Kang:B158DRAFT_2371,B158DRAFT_2371,"electron transport complex, RnfABCDGE type, A subunit"
Kang,B158DRAFT_1152,Kang:B158DRAFT_1152,B158DRAFT_1152,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (EC 1.17.4.3)
Kang,B158DRAFT_2396,Kang:B158DRAFT_2396,B158DRAFT_2396,Geranylgeranyl pyrophosphate synthase
Kang,B158DRAFT_0791,Kang:B158DRAFT_0791,B158DRAFT_0791,Organic solvent tolerance protein OstA
Kang,B158DRAFT_1158,Kang:B158DRAFT_1158,B158DRAFT_1158,inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205)
Kang,B158DRAFT_0864,Kang:B158DRAFT_0864,B158DRAFT_0864,biotin synthase (EC 2.8.1.6)
Kang,B158DRAFT_2057,Kang:B158DRAFT_2057,B158DRAFT_2057,ribose-phosphate pyrophosphokinase
Kang,B158DRAFT_1883,Kang:B158DRAFT_1883,B158DRAFT_1883,"ribosomal protein L16, bacterial/organelle"
Kang,B158DRAFT_2060,Kang:B158DRAFT_2060,B158DRAFT_2060,outer membrane lipoprotein LolB
Kang,B158DRAFT_0575,Kang:B158DRAFT_0575,B158DRAFT_0575,DNA-directed RNA polymerase subunit omega (EC 2.7.7.6)
Kang,B158DRAFT_1225,Kang:B158DRAFT_1225,B158DRAFT_1225,"Ribonucleotide reductase, beta subunit"
Kang,B158DRAFT_2116,Kang:B158DRAFT_2116,B158DRAFT_2116,Cell division protein FtsI/penicillin-binding protein 2
Kang,B158DRAFT_0177,Kang:B158DRAFT_0177,B158DRAFT_0177,methionine adenosyltransferase (EC 2.5.1.6)
Kang,B158DRAFT_0267,Kang:B158DRAFT_0267,B158DRAFT_0267,ribulose-phosphate 3-epimerase
Kang,B158DRAFT_1464,Kang:B158DRAFT_1464,B158DRAFT_1464,"ferredoxin, 2Fe-2S type, ISC system"
Kang,B158DRAFT_1892,Kang:B158DRAFT_1892,B158DRAFT_1892,"ribosomal protein L18, bacterial type"
Kang,B158DRAFT_2263,Kang:B158DRAFT_2263,B158DRAFT_2263,tRNA (guanine-N1)-methyltransferase
Kang,B158DRAFT_1957,Kang:B158DRAFT_1957,B158DRAFT_1957,Adenylosuccinate synthetase (EC 6.3.4.4)
Kang,B158DRAFT_0228,Kang:B158DRAFT_0228,B158DRAFT_0228,glutamate racemase (EC 5.1.1.3)
Kang,B158DRAFT_0556,Kang:B158DRAFT_0556,B158DRAFT_0556,thymidylate synthase (EC 2.1.1.45)
Kang,B158DRAFT_1871,Kang:B158DRAFT_1871,B158DRAFT_1871,SSU ribosomal protein S12P
Kang,B158DRAFT_2398,Kang:B158DRAFT_2398,B158DRAFT_2398,ribosomal protein L27
Kang,B158DRAFT_1117,Kang:B158DRAFT_1117,B158DRAFT_1117,prolyl-tRNA synthetase (EC 6.1.1.15)
Kang,B158DRAFT_1260,Kang:B158DRAFT_1260,B158DRAFT_1260,"phenylalanyl-tRNA synthetase, alpha subunit (EC 6.1.1.20)"
Kang,B158DRAFT_2331,Kang:B158DRAFT_2331,B158DRAFT_2331,orotidine-5'-phosphate decarboxylase (EC 4.1.1.23)
Kang,B158DRAFT_0157,Kang:B158DRAFT_0157,B158DRAFT_0157,3-dehydroquinate dehydratase (EC 4.2.1.10)
Kang,B158DRAFT_1914,Kang:B158DRAFT_1914,B158DRAFT_1914,"6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)"
Kang,B158DRAFT_0789,Kang:B158DRAFT_0789,B158DRAFT_0789,4-hydroxythreonine-4-phosphate dehydrogenase
Kang,B158DRAFT_2261,Kang:B158DRAFT_2261,B158DRAFT_2261,ribosomal protein S16
Kang,B158DRAFT_0616,Kang:B158DRAFT_0616,B158DRAFT_0616,"carbamoyl-phosphate synthase, large subunit"
Kang,B158DRAFT_0822,Kang:B158DRAFT_0822,B158DRAFT_0822,ribosomal protein S21
Kang,B158DRAFT_0648,Kang:B158DRAFT_0648,B158DRAFT_0648,"NADH:ubiquinone oxidoreductase, Na(+)-translocating, A subunit"
Kang,B158DRAFT_1867,Kang:B158DRAFT_1867,B158DRAFT_1867,LSU ribosomal protein L10P
Kang,B158DRAFT_0833,Kang:B158DRAFT_0833,B158DRAFT_0833,undecaprenyl-diphosphatase UppP
Kang,B158DRAFT_2508,Kang:B158DRAFT_2508,B158DRAFT_2508,Enoyl-CoA hydratase/carnithine racemase
Kang,B158DRAFT_0404,Kang:B158DRAFT_0404,B158DRAFT_0404,coproporphyrinogen oxidase (EC 1.3.3.3)
Kang,B158DRAFT_2298,Kang:B158DRAFT_2298,B158DRAFT_2298,Predicted membrane protein
Kang,B158DRAFT_0145,Kang:B158DRAFT_0145,B158DRAFT_0145,chaperonin GroL
Kang,B158DRAFT_1921,Kang:B158DRAFT_1921,B158DRAFT_1921,glutaminyl-tRNA synthetase (EC 6.1.1.18)
Kang,B158DRAFT_0525,Kang:B158DRAFT_0525,B158DRAFT_0525,ribose-5-phosphate isomerase (EC 5.3.1.6)
Kang,B158DRAFT_2260,Kang:B158DRAFT_2260,B158DRAFT_2260,signal recognition particle subunit FFH/SRP54 (srp54)
Kang,B158DRAFT_1020,Kang:B158DRAFT_1020,B158DRAFT_1020,"UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.54)"
Kang,B158DRAFT_1864,Kang:B158DRAFT_1864,B158DRAFT_1864,transcription antitermination protein nusG
Kang,B158DRAFT_0083,Kang:B158DRAFT_0083,B158DRAFT_0083,cell elongation-specific peptidoglycan biosynthesis regulator RodA
Kang,B158DRAFT_2190,Kang:B158DRAFT_2190,B158DRAFT_2190,pyridoxine 5'-phosphate synthase
Kang,B158DRAFT_1748,Kang:B158DRAFT_1748,B158DRAFT_1748,thymidylate kinase
Kang,B158DRAFT_2281,Kang:B158DRAFT_2281,B158DRAFT_2281,CTP synthase (EC 6.3.4.2)
Kang,B158DRAFT_2478,Kang:B158DRAFT_2478,B158DRAFT_2478,"DNA polymerase III, subunit gamma and tau"
Kang,B158DRAFT_1829,Kang:B158DRAFT_1829,B158DRAFT_1829,thioredoxin-disulfide reductase
Kang,B158DRAFT_1881,Kang:B158DRAFT_1881,B158DRAFT_1881,"ribosomal protein L22, bacterial type"
Kang,B158DRAFT_0513,Kang:B158DRAFT_0513,B158DRAFT_0513,phosphoglycerate kinase (EC 2.7.2.3)
Kang,B158DRAFT_0075,Kang:B158DRAFT_0075,B158DRAFT_0075,lipoate synthase
Kang,B158DRAFT_1918,Kang:B158DRAFT_1918,B158DRAFT_1918,1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7)
Kang,B158DRAFT_2127,Kang:B158DRAFT_2127,B158DRAFT_2127,cell division protein FtsZ
Kang,B158DRAFT_2507,Kang:B158DRAFT_2507,B158DRAFT_2507,"Acetyl/propionyl-CoA carboxylase, alpha subunit"
Kang,B158DRAFT_1422,Kang:B158DRAFT_1422,B158DRAFT_1422,succinate dehydrogenase subunit A (EC 1.3.5.1)
Kang,B158DRAFT_0649,Kang:B158DRAFT_0649,B158DRAFT_0649,triosephosphate isomerase (EC 5.3.1.1)
Kang,B158DRAFT_2066,Kang:B158DRAFT_2066,B158DRAFT_2066,rod shape-determining protein MreC
Kang,B158DRAFT_1255,Kang:B158DRAFT_1255,B158DRAFT_1255,threonyl-tRNA synthetase (EC 6.1.1.3)
Kang,B158DRAFT_0442,Kang:B158DRAFT_0442,B158DRAFT_0442,signal recognition particle-docking protein FtsY
Kang,B158DRAFT_1073,Kang:B158DRAFT_1073,B158DRAFT_1073,"methionine aminopeptidase, type I"
Kang,B158DRAFT_0514,Kang:B158DRAFT_0514,B158DRAFT_0514,fructose-bisphosphate aldolase (EC 4.1.2.13)
Kang,B158DRAFT_0782,Kang:B158DRAFT_0782,B158DRAFT_0782,"phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase, prokaryotic"
Kang,B158DRAFT_2407,Kang:B158DRAFT_2407,B158DRAFT_2407,riboflavin kinase/FMN adenylyltransferase
Kang,B158DRAFT_2282,Kang:B158DRAFT_2282,B158DRAFT_2282,3-deoxy-8-phosphooctulonate synthase
Kang,B158DRAFT_1112,Kang:B158DRAFT_1112,B158DRAFT_1112,"acetyl-CoA carboxylase, carboxyl transferase, alpha subunit"
Kang,B158DRAFT_0405,Kang:B158DRAFT_0405,B158DRAFT_0405,Delta-aminolevulinic acid dehydratase
Kang,B158DRAFT_0978,Kang:B158DRAFT_0978,B158DRAFT_0978,"DNA topoisomerase IV, B subunit, proteobacterial"
Kang,B158DRAFT_0049,Kang:B158DRAFT_0049,B158DRAFT_0049,GTP cyclohydrolase II
Kang,B158DRAFT_0395,Kang:B158DRAFT_0395,B158DRAFT_0395,"K+ transport systems, NAD-binding component"
Kang,B158DRAFT_0084,Kang:B158DRAFT_0084,B158DRAFT_0084,penicillin-binding protein 2
Kang,B158DRAFT_1256,Kang:B158DRAFT_1256,B158DRAFT_1256,translation initiation factor IF-3
Kang,B158DRAFT_2368,Kang:B158DRAFT_2368,B158DRAFT_2368,"electron transport complex, RnfABCDGE type, D subunit"
Kang,B158DRAFT_0576,Kang:B158DRAFT_0576,B158DRAFT_0576,guanylate kinase (EC 2.7.4.8)
Kang,B158DRAFT_1414,Kang:B158DRAFT_1414,B158DRAFT_1414,asparaginyl-tRNA synthetase (EC 6.1.1.22)
Kang,B158DRAFT_2506,Kang:B158DRAFT_2506,B158DRAFT_2506,Isopropylmalate/homocitrate/citramalate synthases
Kang,B158DRAFT_2306,Kang:B158DRAFT_2306,B158DRAFT_2306,tryptophanyl-tRNA synthetase (EC 6.1.1.2)
Kang,B158DRAFT_1912,Kang:B158DRAFT_1912,B158DRAFT_1912,"3,4-dihydroxy-2-butanone 4-phosphate synthase"
Kang,B158DRAFT_0834,Kang:B158DRAFT_0834,B158DRAFT_0834,tRNA nucleotidyltransferase/poly(A) polymerase
Kang,B158DRAFT_1241,Kang:B158DRAFT_1241,B158DRAFT_1241,dihydroorotase (EC 3.5.2.3)
Kang,B158DRAFT_1226,Kang:B158DRAFT_1226,B158DRAFT_1226,"ribonucleoside-diphosphate reductase, alpha subunit"
Kang,B158DRAFT_1879,Kang:B158DRAFT_1879,B158DRAFT_1879,"ribosomal protein L2, bacterial/organellar"
Kang,B158DRAFT_0192,Kang:B158DRAFT_0192,B158DRAFT_0192,RNAse H-fold protein YqgF
Kang,B158DRAFT_0167,Kang:B158DRAFT_0167,B158DRAFT_0167,phosphoribosylamine--glycine ligase (EC 6.3.4.13)
Kang,B158DRAFT_2089,Kang:B158DRAFT_2089,B158DRAFT_2089,UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)
Kang,B158DRAFT_2036,Kang:B158DRAFT_2036,B158DRAFT_2036,polyprenyl P-hydroxybenzoate and phenylacrylic acid decarboxylases
Kang,B158DRAFT_2065,Kang:B158DRAFT_2065,B158DRAFT_2065,"cell shape determining protein, MreB/Mrl family"
Kang,B158DRAFT_0253,Kang:B158DRAFT_0253,B158DRAFT_0253,Uroporphyrinogen-III synthase
Kang,B158DRAFT_1138,Kang:B158DRAFT_1138,B158DRAFT_1138,Cell division and transport-associated protein TolQ (TC 2.C.1.2.1)
Kang,B158DRAFT_0537,Kang:B158DRAFT_0537,B158DRAFT_0537,"Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family"
Kang,B158DRAFT_0574,Kang:B158DRAFT_0574,B158DRAFT_0574,"(p)ppGpp synthetase, RelA/SpoT family"
Kang,B158DRAFT_0159,Kang:B158DRAFT_0159,B158DRAFT_0159,"acetyl-CoA carboxylase, biotin carboxylase subunit"
Kang,B158DRAFT_1022,Kang:B158DRAFT_1022,B158DRAFT_1022,cysteinyl-tRNA synthetase (EC 6.1.1.16)
Kang,B158DRAFT_1910,Kang:B158DRAFT_1910,B158DRAFT_1910,diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)
Kang,B158DRAFT_0166,Kang:B158DRAFT_0166,B158DRAFT_0166,IMP cyclohydrolase (EC 3.5.4.10)/phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)
Kang,B158DRAFT_1876,Kang:B158DRAFT_1876,B158DRAFT_1876,"50S ribosomal protein L3, bacterial"
Kang,B158DRAFT_1095,Kang:B158DRAFT_1095,B158DRAFT_1095,DNA-directed DNA polymerase III (polc)
Kang,B158DRAFT_0647,Kang:B158DRAFT_0647,B158DRAFT_0647,"NADH:ubiquinone oxidoreductase, Na(+)-translocating, B subunit"
Kang,B158DRAFT_2085,Kang:B158DRAFT_2085,B158DRAFT_2085,KpsF/GutQ family protein
Kang,B158DRAFT_1342,Kang:B158DRAFT_1342,B158DRAFT_1342,"fumarase, class I, homodimeric (EC 4.2.1.2)"
Kang,B158DRAFT_1855,Kang:B158DRAFT_1855,B158DRAFT_1855,"birA, biotin-[acetyl-CoA-carboxylase] ligase region"
Kang,B158DRAFT_2509,Kang:B158DRAFT_2509,B158DRAFT_2509,"Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)"
Kang,B158DRAFT_0706,Kang:B158DRAFT_0706,B158DRAFT_0706,phosphoglycerate mutase (EC 5.4.2.1)
Kang,B158DRAFT_0246,Kang:B158DRAFT_0246,B158DRAFT_0246,diaminopimelate epimerase (EC 5.1.1.7)
Kang,B158DRAFT_2244,Kang:B158DRAFT_2244,B158DRAFT_2244,"phosphoribosylformylglycinamidine synthase, single chain form"
Kang,B158DRAFT_2062,Kang:B158DRAFT_2062,B158DRAFT_2062,glutamyl-tRNA reductase (EC 1.2.1.70)
Kang,B158DRAFT_0818,Kang:B158DRAFT_0818,B158DRAFT_0818,"RNA polymerase sigma factor, sigma-70 family"
Kang,B158DRAFT_1601,Kang:B158DRAFT_1601,B158DRAFT_1601,3-deoxy-D-manno-octulosonate cytidylyltransferase
Kang,B158DRAFT_0087,Kang:B158DRAFT_0087,B158DRAFT_0087,nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)
Kang,B158DRAFT_0712,Kang:B158DRAFT_0712,B158DRAFT_0712,Glycerol-3-phosphate dehydrogenase
Kang,B158DRAFT_2076,Kang:B158DRAFT_2076,B158DRAFT_2076,Mg2+ transporter (mgtE)
Kang,B158DRAFT_0097,Kang:B158DRAFT_0097,B158DRAFT_0097,"metalloprotein, YbeY/UPF0054 family"
Kang,B158DRAFT_0397,Kang:B158DRAFT_0397,B158DRAFT_0397,methionyl-tRNA formyltransferase (EC 2.1.2.9)
Kang,B158DRAFT_0865,Kang:B158DRAFT_0865,B158DRAFT_0865,8-amino-7-oxononanoate synthase
Kang,B158DRAFT_0271,Kang:B158DRAFT_0271,B158DRAFT_0271,"acyl-CoA ligase (AMP-forming), exosortase A-associated"
Kang,B158DRAFT_0158,Kang:B158DRAFT_0158,B158DRAFT_0158,"acetyl-CoA carboxylase, biotin carboxyl carrier protein"
Kang,B158DRAFT_0468,Kang:B158DRAFT_0468,B158DRAFT_0468,glycyl-tRNA synthetase beta chain (EC 6.1.1.14)
Kang,B158DRAFT_0469,Kang:B158DRAFT_0469,B158DRAFT_0469,glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)
Kang,B158DRAFT_0555,Kang:B158DRAFT_0555,B158DRAFT_0555,prolipoprotein diacylglyceryl transferase
Kang,B158DRAFT_1227,Kang:B158DRAFT_1227,B158DRAFT_1227,"ABC-type spermidine/putrescine transport systems, ATPase components"
Kang,B158DRAFT_2380,Kang:B158DRAFT_2380,B158DRAFT_2380,ATPases involved in chromosome partitioning
Kang,B158DRAFT_0090,Kang:B158DRAFT_0090,B158DRAFT_0090,leucyl-tRNA synthetase (EC 6.1.1.4)
Kang,B158DRAFT_0534,Kang:B158DRAFT_0534,B158DRAFT_0534,2-polyprenyl-6-methoxyphenol 4-hydroxylase
Kang,B158DRAFT_0510,Kang:B158DRAFT_0510,B158DRAFT_0510,"transketolase, bacterial and yeast"
