gene_cluster_id	root_og	narrowest_og	n_tax_levels	breadth_class	COG_category	EC	KEGG_ko	PFAMs	Description	n_species	n_clusters
NZ_JAMBNM010000017.1_4	COG1917	COG1917	2	universal	L	-	-	Cupin_2,Cupin_7,DUF2917,SnoaL_2	Cupin 2, conserved barrel domain protein	29	63
NZ_CP010537.1_1827	302KI	4G57U	4	universal	-	-	-	-	-	1	1
NZ_CDLW01000001.1_2812	2ZKST	1KEZB	5	universal	S	-	-	DUF1484	Protein of unknown function (DUF1484)	4	13
NZ_CAHW02000190.1_19	340Q3	1K9DX	5	universal	-	-	-	-	-	4	4
NZ_CP010536.1_1939	COG4575	1KBG7	5	universal	S	-	-	DUF883	Bacterial protein of unknown function (DUF883)	20	34
NZ_JACWNZ010000069.1_4	COG4390	1K8C6	5	universal	S	-	-	DUF2322	Uncharacterized protein conserved in bacteria (DUF2322)	6	6
NZ_JABZEH010000002.1_1296	COG3103	1KG22	5	universal	T	-	-	DUF3761	Protein of unknown function (DUF3761)	13	15
NZ_CDRW01000001.1_1865	332MC	1K9HC	5	universal	-	-	-	-	-	4	4
NZ_JAMBNM010000008.1_169	33H73	3T81N	5	universal	-	-	-	-	-	1	1
NZ_JAMBNM010000007.1_103	33IE5	1K97Q	5	universal	S	-	-	YXWGXW	YXWGXW repeat (2 copies)	7	8
NZ_SUQM01000007.1_10	34BY5	1KEKP	5	universal	-	-	-	-	-	1	1
NZ_SUQM01000005.1_74	COG0718	1K7N7	5	universal	S	-	ko:K09747	YbaB_DNA_bd	Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection	18	18
NZ_CP062804.1_2860	33KGW	2VYIE	4	universal	-	-	-	-	-	4	4
NZ_CP010537.1_737	30USJ	1S7PW	4	universal	-	-	-	-	-	1	1
NZ_CP010536.1_1629	33KYU	1SGAR	4	universal	-	-	-	-	-	1	1
NZ_JABZEJ010000001.1_2271	32YPG	1K9YG	5	universal	-	-	-	-	-	2	3
NZ_JQOI01000013.1_31	2ZMEU	1KF3M	5	universal	-	-	-	-	-	3	3
NZ_JAMBNM010000009.1_8	33BM3	1JWDS	5	universal	-	-	-	-	-	3	3
NZ_JAMBNM010000057.1_36	33KGC	1K7U9	5	universal	-	-	-	-	-	3	3
NZ_JAMBNM010000036.1_35	32Z39	1K98Z	5	universal	-	-	-	-	-	2	2
NZ_LZZU01000086.1_170	COG1917	1K91N	5	universal	S	-	-	-	Cupin 2, conserved barrel domain protein	29	63
NZ_JACWOC010000017.1_44	COG1343	1K9DA	5	universal	L	-	-	-	CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain sequences complementary to antecedent mobile elements and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Functions as a ssRNA-specific endoribonuclease. Involved in the integration of spacer DNA into the CRISPR cassette	5	5
NZ_MZNA01000093.1_15	339NA	1KADF	5	universal	S	-	-	DUF3613	Protein of unknown function (DUF3613)	10	10
NZ_MXAM01000003.1_3	33WMG	1KBBQ	5	universal	-	-	-	-	-	3	4
NZ_JAMBNM010000054.1_35	COG1917	1K8KN	5	universal	S	-	-	Cupin_2	PFAM Cupin 2, conserved barrel domain protein	29	63
NZ_CP062804.1_2641	33J35	1NPIG	3	universal	-	-	-	-	-	1	1
NZ_CP010537.1_3320	COG0457	1K5Q1	5	universal	S	-	-	TPR_16,TPR_17,TPR_7,TPR_8	Tetratricopeptide repeat	33	169
NZ_CP010537.1_122	COG1943	1KHGB	5	universal	L	-	ko:K07491	Y1_Tnp	Transposase IS200 like	7	16
NZ_CP010536.1_2228	COG4679	1JEPD	5	universal	S	-	-	Gp49	Phage derived protein Gp49-like (DUF891)	4	4
NZ_CP010536.1_1363	32S5M	1KB4Z	5	universal	S	-	-	RecA_dep_nuc	Recombination enhancement, RecA-dependent nuclease	1	1
NZ_JACWOO010000013.1_40	2ZNEU	1KAUE	5	universal	-	-	-	-	-	2	2
NZ_CP034194.1_3789	COG0456	1K7SD	5	universal	K	-	-	DUF3579	Protein of unknown function (DUF3579)	17	43
NZ_LN651282.1_94	COG4551	1K95S	5	universal	S	-	-	-	Low molecular weight phosphotyrosine protein phosphatase	3	3
NZ_CDLS01000001.1_958	31E88	1KB0A	5	universal	-	-	-	-	-	3	3
NZ_CAHW02000023.1_20	2ZUF1	1KA6R	5	universal	-	-	-	-	-	5	5
NZ_JAMBNM010000029.1_48	31FUM	1K9QQ	5	universal	-	-	-	-	-	2	2
NZ_SUQM01000078.1_9	32ZX9	2VV32	4	universal	S	-	-	DUF1840	Domain of unknown function (DUF1840)	5	6
NZ_SUQM01000021.1_2	COG1923	1KEK6	5	universal	S	-	ko:K03666	Hfq	Hfq protein	2	2
NZ_CP062803.1_2184	COG2331	2UDQN	4	universal	S	-	-	Zn-ribbon_8	Regulatory protein, FmdB family	3	6
NZ_CP010536.1_750	32PK0	1KEXA	5	universal	-	-	-	-	-	1	1
NZ_JACWNL010000007.1_76	COG2350	1K9E6	5	universal	S	-	-	YCII	PFAM YCII-related	21	33
NZ_NCTJ03000009.1_1935	32T7G	1S9HD	4	universal	-	-	-	-	-	1	1
NZ_CP012939.1_259	3136C	1KBAW	5	universal	-	-	-	-	-	2	3
NZ_JQSI01000039.1_28	32ZX9	1K8C9	5	universal	S	-	-	DUF1840	Domain of unknown function (DUF1840)	5	6
NZ_LZZU01000086.1_42	32ZIZ	2VUH4	4	universal	-	-	-	-	-	3	3
NZ_LZZU01000078.1_34	COG4744	4AF65	5	universal	S	-	-	DUF2149	Uncharacterized conserved protein (DUF2149)	5	7
NZ_CP062804.1_2759	COG3668	1KA5V	5	universal	S	-	-	ParE_toxin	ParE toxin of type II toxin-antitoxin system, parDE	7	16
NZ_CP010537.1_981	30XA3	1KEXW	5	universal	-	-	-	-	-	1	1
NZ_CP010537.1_605	COG3344	3K4KC	5	universal	L	-	-	RVT_1	Reverse transcriptase (RNA-dependent DNA polymerase)	9	9
NZ_JACWOC010000002.1_68	COG4327	1K9TE	5	universal	S	-	-	DUF4212	Domain of unknown function (DUF4212)	8	8
NZ_JACWNZ010000077.1_7	31EC1	1KB1I	5	universal	-	-	-	-	-	3	3
NZ_JABZEJ010000001.1_289	2ZPJB	2W54D	4	universal	-	-	-	-	-	1	1
NZ_CDQJ01000001.1_938	COG3123	1K7N3	5	universal	S	2.4.2.1,2.4.2.2	ko:K09913	DUF1255	Catalyzes the phosphorolysis of diverse nucleosides, yielding D-ribose 1-phosphate and the respective free bases. Can use uridine, adenosine, guanosine, cytidine, thymidine, inosine and xanthosine as substrates. Also catalyzes the reverse reactions	17	17
NZ_JQSH01000047.1_12	COG4323	1K7Q6	5	universal	S	-	-	DUF962	membrane	12	12
CP047139.1_414	33HHY	1KE0I	5	universal	-	-	-	-	-	3	3
NZ_JAMBNM010000027.1_60	COG0789	1WZDM	5	universal	K	-	ko:K18997	MerR_2	MerR HTH family regulatory protein	10	12
NZ_LZZU01000045.1_3	33XZB	1K8PV	5	universal	-	-	-	-	-	4	4
NZ_SUQM01000036.1_80	3347X	1K9KU	5	universal	-	-	-	-	-	3	3
NZ_CP010537.1_3327	33XVC	1KDM3	5	universal	-	-	-	-	-	1	1
NZ_JALNIT010000039.1_23	34AAQ	1KEGW	5	universal	-	-	-	-	-	1	1
NZ_JQSI01000030.1_20	32Y5P	1K8JC	5	universal	S	-	-	DUF2007	Putative prokaryotic signal transducing protein	6	6
NZ_CP062803.1_124	341QA	1KE6V	5	universal	-	-	-	-	-	1	1
NZ_CDMD01000001.1_721	32Z6F	1K8B6	5	universal	S	-	-	DUF2818	Protein of unknown function (DUF2818)	4	4
NZ_JAMBNM010000028.1_104	COG3123	1K7N3	5	universal	S	2.4.2.1,2.4.2.2	ko:K09913	DUF1255	Catalyzes the phosphorolysis of diverse nucleosides, yielding D-ribose 1-phosphate and the respective free bases. Can use uridine, adenosine, guanosine, cytidine, thymidine, inosine and xanthosine as substrates. Also catalyzes the reverse reactions	17	17
NZ_SUQM01000065.1_24	33E1Q	1K90D	5	universal	-	-	-	-	-	5	5
NZ_CP062804.1_8	3461W	1KEIQ	5	universal	-	-	-	-	-	1	1
NZ_CP010536.1_3764	32YPG	1K9YG	5	universal	-	-	-	-	-	2	3
NZ_JALNIY010000014.1_94	342FQ	1KBF9	5	universal	-	-	-	-	-	3	3
NZ_JAKNBN010000096.1_1	COG1484	2TRGY	4	universal	L	-	-	IstB_IS21	DNA replication protein	1	1
NZ_JACWOV010000151.1_11	339RD	1K9K3	5	universal	-	-	-	-	-	4	4
NZ_LZZU01000095.1_90	338XK	2VXDI	4	universal	-	-	-	NMN_transporter	-	3	3
NZ_CP010537.1_794	COG2303	1HEPA	4	universal	E	-	-	GMC_oxred_C,GMC_oxred_N	GMC oxidoreductase	2	3
NZ_JACWNR010000006.1_71	2ZJ46	1K8M4	5	universal	-	-	-	-	-	3	3
NZ_JACWNP010000047.1_3	32TZS	1KIAW	5	universal	-	-	-	-	-	3	3
NZ_CP034198.1_1391	30X2X	1KEGF	5	universal	-	-	-	-	-	3	3
NZ_MZNB01000052.1_30	33E1Q	1K8W8	5	universal	-	-	-	-	-	5	5
NZ_CDRX01000001.1_1444	316H4	1K8V2	5	universal	-	-	-	-	-	3	3
NZ_SUQM01000091.1_10	32VWG	2VU56	4	universal	-	-	-	-	-	1	1
NZ_SUQM01000005.1_169	335HZ	1K8DU	5	universal	-	-	-	-	-	3	3
NZ_SUQM01000038.1_18	COG2921	1K9EN	5	universal	S	-	ko:K09158	DUF493	Belongs to the UPF0250 family	16	16
NZ_JALO01000038.1_22	31UJY	1K9R9	5	universal	-	-	-	-	-	3	3
JACWNS010000015.1_38	32TF5	1KER4	5	universal	-	-	-	-	-	2	2
CP047136.1_161	3165P	2W5VC	4	universal	-	-	-	-	-	3	3
NZ_LZZU01000065.1_11	COG2350	2JTUA	5	universal	S	-	ko:K09780	YCII	Protein conserved in bacteria	21	33
NZ_LZZU01000045.1_1	COG2827	1K8MX	5	universal	L	-	ko:K07461	GIY-YIG	PFAM Excinuclease ABC, C subunit domain protein	7	8
NZ_SUQM01000029.1_24	340GV	1KE8V	5	universal	-	-	-	-	-	1	1
NZ_JACWNG010000018.1_553	30C90	1KA99	5	universal	-	-	-	-	-	3	3
NZ_JXAY01000088.1_2	2ZQ3U	1KAHU	5	universal	-	-	-	-	-	3	3
NZ_CDRW01000001.1_4811	2ZDIX	1K9S0	5	universal	-	-	-	-	-	2	2
NZ_CDRJ01000001.1_1102	COG2350	1KHM1	5	universal	S	-	-	-	Protein conserved in bacteria	21	33
NZ_JQSH01000107.1_9	2ZEZ5	2W5DH	4	universal	-	-	-	-	-	1	1
NZ_CP010536.1_3458	COG0456	1K7SD	5	universal	K	-	-	DUF3579	Protein of unknown function (DUF3579)	17	43
NZ_CP010536.1_1636	330UW	1W5R9	3	universal	S	-	-	DUF4406	Domain of unknown function (DUF4406)	1	1
NZ_JACWOF010000030.1_46	30D0E	1KAIT	5	universal	-	-	-	-	-	3	3
NZ_CP012943.1_2746	31N7W	1KEHP	5	universal	-	-	-	-	-	3	5
NZ_CP012940.1_1268	30X8U	1KEVA	5	universal	-	-	-	-	-	3	3
NZ_CP012939.1_2049	COG3339	1KGT8	5	universal	S	-	-	DUF1232	Protein of unknown function (DUF1232)	21	25
NZ_CDLY01000001.1_4590	COG4859	1SH5C	4	universal	S	-	-	-	Psort location Cytoplasmic, score	3	3
NZ_JAMBNM010000022.1_73	33YJD	1KE74	5	universal	-	-	-	-	-	1	1
NZ_CP062804.1_603	COG2350	1K8WX	5	universal	S	-	ko:K09780	YCII	YCII-related domain	21	33
NZ_CP010537.1_610	33DHH	1NHEH	3	universal	S	-	ko:K12068	TraL	TraL protein	1	1
NZ_CP010536.1_2165	COG2350	1K8WX	5	universal	S	-	ko:K09780	YCII	YCII-related domain	21	33
NZ_JALNIQ010000033.1_22	33W0R	1NWBT	3	universal	-	-	-	-	-	1	1
NZ_CDQJ01000001.1_1898	30WMD	1Y1YP	5	universal	-	-	-	-	-	1	1
NZ_LZZU01000080.1_55	3419I	1KE8G	5	universal	-	-	-	-	-	1	1
NZ_CP062803.1_1666	COG5126	1K8EG	5	universal	DTZ	-	-	-	Ca2 -binding protein (EF-Hand superfamily	5	7
NZ_CP010536.1_1395	3386W	3NQ06	5	universal	-	-	-	-	-	1	1
NZ_CP010536.1_35	COG0050	1I5B8	4	universal	J	-	-	-	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	1	1
NZ_CDLX01000001.1_1613	316JE	1K94W	5	universal	-	-	-	-	-	3	3
NZ_JQOI01000008.1_88	31PI2	1K9GE	5	universal	-	-	-	-	-	3	3
NZ_JNGD01000093.1_12	330WG	1K9W4	5	universal	-	-	-	-	-	6	6
NZ_JNVP03000104.1_22	33H9E	1K96A	5	universal	S	-	-	DUF4936	Domain of unknown function (DUF4936)	4	4
NZ_CAHW02000098.1_4	COG5470	1K8GH	5	universal	S	-	-	DUF1330	Domain of unknown function (DUF1330)	19	33
NZ_LZZU01000010.1_36	33N0P	1K8CM	5	universal	-	-	-	-	-	4	4
NZ_SUQM01000002.1_164	COG5470	1K9XM	5	universal	S	-	-	DUF1330	Domain of unknown function (DUF1330)	19	33
NZ_CP026307.1_1600	33ZXX	1K8VM	5	universal	S	-	-	DUF1488	Protein of unknown function (DUF1488)	4	4
NZ_AAKL01000030.1_43	COG2938	1K9J5	5	universal	S	-	ko:K09159	Sdh5	Flavinator of succinate dehydrogenase	21	21
NZ_JAMBNM010000054.1_36	31V4G	4HZUC	4	universal	-	-	-	-	-	1	1
NZ_JAMBNM010000019.1_90	COG2938	1K9J5	5	universal	S	-	ko:K09159	Sdh5	Flavinator of succinate dehydrogenase	21	21
NZ_LZZU01000065.1_61	COG2072	1K8K2	5	universal	P	-	-	-	flavoprotein involved in K transport	7	7
NZ_SUQM01000065.1_27	33ZTJ	1KE1Y	5	universal	-	-	-	-	-	1	1
NZ_CP062804.1_1680	33KKT	1KAMG	5	universal	-	-	-	-	-	1	1
NZ_CP010536.1_2568	344ID	2W42Q	4	universal	-	-	-	-	-	3	3
NZ_CP010536.1_813	COG0640	COG0640	2	universal	K	-	ko:K03833,ko:K03892,ko:K18996	MarR_2,ROK,RP-C,RP-C_C	DNA-binding transcription factor activity	8	10
NZ_JQOI01000016.1_49	33N0P	1K8CM	5	universal	-	-	-	-	-	4	4
JALNIV010000032.1_21	316GC	1K8SR	5	universal	-	-	-	-	-	3	4
NZ_JAMBNM010000029.1_49	316GC	1K8SR	5	universal	-	-	-	-	-	3	4
NZ_JAMBNM010000029.1_47	33WBQ	2W2UT	4	universal	-	-	-	-	-	2	2
NZ_JAMBNM010000001.1_380	343ST	1K8BE	5	universal	S	-	-	DUF1488	Protein of unknown function (DUF1488)	6	10
NZ_CP062804.1_893	316ZC	1KA8A	5	universal	-	-	-	-	-	1	1
NZ_CP010537.1_1075	COG4575	1K8EH	5	universal	S	-	-	DUF883	Bacterial protein of unknown function (DUF883)	20	34
NZ_CP010537.1_601	345VD	2UKP4	4	universal	-	-	-	-	-	1	1
NZ_CP010537.1_446	COG3905	374IP	5	universal	K	-	-	-	.,Oxidizes proline to glutamate for use as a carbon and nitrogen source	7	8
NZ_CP010536.1_2792	316GC	1K8SR	5	universal	-	-	-	-	-	3	4
NZ_CP010536.1_2789	333Y3	1K9R3	5	universal	-	-	-	-	-	2	2
NZ_CP010536.1_1631	316XU	1KA5U	5	universal	-	-	-	-	-	1	1
NZ_CP088237.1_1808	COG3313	1K9CC	5	universal	S	-	-	DUF3717	Protein of unknown function (DUF3717)	23	44
NZ_JACWQN010000012.1_19	30XA7	1KEYC	5	universal	-	-	-	-	-	3	3
NZ_JACWNK010000022.1_7	32SU1	1K9SD	5	universal	-	-	-	-	-	3	3
NZ_JABZEJ010000001.1_1181	31D6R	1K9PM	5	universal	-	-	-	-	-	3	3
NZ_JAMBNM010000001.1_317	33VNM	1KDNW	5	universal	S	-	-	DUF1488	Protein of unknown function (DUF1488)	1	1
NZ_LZZU01000049.1_61	340HT	1KE26	5	universal	-	-	-	-	-	1	1
NZ_SUQM01000003.1_157	33BBV	2VXN8	4	universal	-	-	ko:K06950	-	-	9	9
NZ_CP010536.1_3278	COG4104	2VVXH	4	universal	S	-	-	PAAR_motif	PAAR motif	13	38
NZ_CP010536.1_2227	COG5606	1NA3S	3	universal	K	-	-	HTH_37	conserved small protein	2	2
NZ_CP088238.1_35	2ZPPY	1K9B8	5	universal	-	-	-	-	-	1	1
NZ_JACWOG010000037.1_11	343ST	1K8BE	5	universal	S	-	-	DUF1488	Protein of unknown function (DUF1488)	6	10
NZ_LN651282.1_1822	32SQZ	1K8K4	5	universal	-	-	-	-	-	4	4
NZ_SUQM01000085.1_6	343ST	1K8BE	5	universal	S	-	-	DUF1488	Protein of unknown function (DUF1488)	6	10
NZ_SUQM01000027.1_22	32ZAX	1R3MW	3	universal	-	-	-	HicA_toxin	-	2	2
NZ_CP010537.1_3355	33YSN	1KE09	5	universal	-	-	-	-	-	1	1
NZ_JACWNN010000006.1_130	31GE7	1K9WV	5	universal	-	-	-	-	-	2	2
NZ_LZZU01000010.1_76	330WG	1K9W4	5	universal	-	-	-	-	-	6	6
NZ_JXAZ01000114.1_26	32UZ7	2KXHS	5	universal	S	-	-	DUF2933	Protein of unknown function (DUF2933)	3	3
NZ_LZZU01000018.1_330	3403P	1KE8R	5	universal	-	-	-	-	-	1	1
NZ_CP062803.1_2906	343V2	3NP6M	5	universal	S	-	-	PhdYeFM_antitox	Antitoxin component of a toxin-antitoxin (TA) module	1	1
NZ_CP010537.1_2745	33ZK6	1K9A3	5	universal	-	-	-	-	-	3	3
NZ_CP010537.1_780	343B7	1KA1C	5	universal	-	-	-	DUF1145	-	1	1
NZ_NCTJ03000011.1_1174	COG5572	1K9JZ	5	universal	S	-	-	DUF2282	Predicted integral membrane protein (DUF2282)	10	10
NZ_CDRX01000001.1_3684	3176M	1KAP9	5	universal	-	-	-	-	-	2	2
NZ_CDMA01000001.1_3810	316U4	1K9VQ	5	universal	-	-	-	-	-	3	3
NZ_LZZU01000054.1_44	33AQ3	1NHQT	3	universal	-	-	-	DUF3649	-	2	2
NZ_JALNIT010000007.1_10	33I8Y	2W69V	4	universal	-	-	-	-	-	3	3
NZ_JACWNQ010000024.1_9	COG3313	1KAEA	5	universal	S	-	ko:K06938	DUF1289	Protein of unknown function (DUF1289)	23	44
NZ_CP026093.2_116	3178F	1KASU	5	universal	-	-	-	-	-	3	3
NZ_NCTK01000001.1_1861	COG4104	1K9X4	5	universal	S	-	-	PAAR_motif	PAAR motif	13	38
NZ_JXAZ01000046.1_74	33NJX	1NIMF	3	universal	-	-	-	-	-	2	2
NZ_CDLX01000001.1_493	COG4104	1K9X4	5	universal	S	-	-	PAAR_motif	PAAR motif	13	38
NZ_CDLY01000001.1_3649	33F5V	1KF4U	5	universal	-	-	-	-	-	2	2
NZ_JAMBNM010000001.1_171	33ZCW	1KE0W	5	universal	-	-	-	-	-	1	1
NZ_LZZU01000060.1_115	336Z5	1K9K4	5	universal	-	-	-	-	-	3	3
NZ_CP010537.1_3030	COG5591	1K8I8	5	universal	S	-	-	PepSY_2	Peptidase propeptide and YPEB domain	7	8
NZ_JABZEJ010000001.1_1022	33AET	1KBA7	5	universal	-	-	-	-	-	2	2
NZ_CP021766.1_2861	COG2960	1K9GB	5	universal	S	-	ko:K09806	BMFP	Membrane fusogenic activity	22	22
JACWNS010000006.1_146	COG3313	1K98K	5	universal	S	-	ko:K06938	DUF1289,DUF3717	Protein of unknown function (DUF1289)	23	44
CP047137.1_577	COG4104	1K9VJ	5	universal	S	-	-	PAAR_motif	PAAR motif	13	38
NZ_JAMBNM010000026.1_111	335UJ	1KA6C	5	universal	-	-	-	Ytca	-	1	1
NZ_LZZU01000083.1_21	34271	1KA45	5	universal	-	-	-	-	-	2	6
NZ_LZZU01000060.1_8	3408V	1K9UJ	5	universal	-	-	-	-	-	2	2
NZ_LZZU01000043.1_67	342J6	1KE49	5	universal	-	-	-	-	-	1	1
NZ_CP062803.1_1400	33ZXX	1K8VM	5	universal	S	-	-	DUF1488	Protein of unknown function (DUF1488)	4	4
NZ_CP010537.1_1819	COG1396	1KB3T	5	universal	K	-	-	HTH_3	Helix-turn-helix XRE-family like proteins	15	37
NZ_CP010536.1_2105	344RC	1KB93	5	universal	-	-	-	-	-	1	1
NZ_CP010536.1_2056	323EU	2H82S	3	universal	-	-	-	-	-	1	1
NC_017310.1_3016	COG0834	2MBP4	6	universal	ET	-	ko:K02030	SBP_bac_3	Bacterial extracellular solute-binding proteins, family 3	18	50
NC_017310.1_2413	3161B	2MBKU	6	universal	-	-	-	-	-	1	1
NZ_CABHLV010000001.1_1958	32YA5	2M9QB	6	universal	-	-	-	-	-	1	1
NZ_CP076686.1_3423	COG5383	464AP	5	universal	S	-	-	DUF1338	DUF1338	14	14
JAEWTM010000163.1_5	COG0834	2MC6J	6	universal	ET	-	ko:K02030	SBP_bac_3	Bacterial extracellular solute-binding proteins, family 3	18	50
NC_002937.3_1046	33TXF	2MC4F	6	universal	-	-	-	-	-	1	1
JAEWFS010000041.1_143	COG1469	2M7SR	6	universal	S	3.5.4.16	ko:K09007	GCHY-1	Converts GTP to 7,8-dihydroneopterin triphosphate	4	5
NC_017506.1_1231	COG1426	46B8I	5	universal	S	-	-	-	Protein conserved in bacteria	14	15
NC_017506.1_1135	COG4067	467V0	5	universal	O	-	-	Zn_protease	protein conserved in archaea	9	22
JAGLCV010000437.1_3	COG0390	467K7	5	universal	S	-	ko:K02069	UPF0014	Uncharacterised protein family (UPF0014)	2	2
JAGLCV010000186.1_9	COG0730	4677I	5	universal	S	-	ko:K07090	TauE	membrane transporter protein	20	72
NC_002937.3_1716	COG1647	2MBRQ	6	universal	S	3.1.1.1	ko:K03928	Abhydrolase_6,Hydrolase_4	Serine aminopeptidase, S33	1	1
NZ_CP076686.1_1725	32SUZ	46C0V	5	universal	S	-	-	DUF4123	Domain of unknown function (DUF4123)	1	1
NZ_JAHXRN010000004.1_339	COG2607	4672Q	5	universal	S	-	ko:K06923	DUF815	ATPase (AAA superfamily)	7	7
NC_017506.1_2354	2ZC38	1S3DB	4	universal	S	-	ko:K02463	T2SSN	Type II secretion system (T2SS), protein N	1	1
NC_017310.1_1699	31BGX	2MH8F	6	universal	S	-	-	DUF3426,zinc_ribbon_4	Protein of unknown function (DUF3426)	1	1
JAEWFS010000012.1_6	33HZ0	2M8US	6	universal	-	-	-	-	-	1	1
DOQA01000009.1_10	COG1912	2MBRR	6	universal	S	-	ko:K22205	SAM_adeno_trans	S-adenosyl-l-methionine hydroxide adenosyltransferase	5	5
NZ_JAHXRN010000014.1_33	33TXN	1SNEM	4	universal	-	-	-	-	-	1	2
NC_017310.1_269	COG1413	2MANX	6	universal	C	-	-	HEAT_2,HEAT_EZ	lyase activity	12	21
DOQA01000028.1_18	3468M	2MCT2	6	universal	-	-	-	-	-	1	1
LORG01000001.1_226	COG0247	466H0	5	universal	C	-	ko:K18928	CCG	COG0247 Fe-S oxidoreductase	8	11
NC_017310.1_207	COG2043	2M7RQ	6	universal	S	-	-	DUF169	Uncharacterised ArCR, COG2043	3	3
DOQA01000044.1_8	COG0115	2MC3P	6	universal	EH	2.6.1.42,4.1.3.38	ko:K00826,ko:K02619	Aminotran_4	PFAM Aminotransferase, class IV	3	3
NZ_CP076686.1_1472	33DN6	1SRVY	4	universal	-	-	-	-	-	1	1
NZ_CP076686.1_795	2Z9T2	1SEK7	4	universal	-	-	-	-	-	1	1
JAEWXM010000033.1_9	COG0727	2MH5M	6	universal	S	-	ko:K06940	CxxCxxCC	Putative zinc- or iron-chelating domain	14	33
JAEWFS010000041.1_45	COG4122	2MAWK	6	universal	M	-	-	Glycos_transf_1,Methyltransf_24	Methyltransferase domain	11	13
JANSXQ010000001.1_46	2Z88I	4671K	5	universal	S	-	-	DUF3750	Protein of unknown function (DUF3750)	4	4
JAGLCV010000186.1_8	COG3332	4678K	5	universal	S	-	-	TANGO2	Transport and Golgi organisation 2	17	18
NC_017310.1_614	333DT	1NEDN	3	universal	S	-	-	Nucleotid_trans	Nucleotide-diphospho-sugar transferase	1	1
NC_017310.1_259	COG2227	1G96N	3	universal	H	-	-	Methyltransf_11	PFAM Methyltransferase domain	13	20
JAEWXM010000226.1_5	COG1691	2M9JF	6	universal	S	-	ko:K06898	AIRC	PFAM 1-(5-Phosphoribosyl)-5-amino-4-imidazole-carboxylate (AIR) carboxylase	1	1
JAEWFS010000031.1_55	31FTN	2MDQ9	6	universal	S	-	-	DUF4851	Domain of unknown function (DUF4851)	1	1
NC_002937.3_437	COG1082	2MB57	6	universal	G	-	-	AP_endonuc_2	PFAM Xylose isomerase domain protein TIM barrel	10	23
NZ_JAHXRN010000001.1_984	32DV0	4697P	5	universal	-	-	-	-	-	8	8
NZ_JAHXRN010000002.1_145	2ZANK	466JM	5	universal	-	-	-	-	-	2	2
JAGLCV010000041.1_5	COG3176	1RZYE	4	universal	I	-	-	Acetyltransf_5	hemolysin	7	7
NC_002937.3_373	COG4681	2MF4B	6	universal	S	-	-	YaeQ	YaeQ protein	16	16
NC_017310.1_2403	31G2N	2MDSC	6	universal	-	-	-	-	-	1	1
NZ_CP076686.1_2466	COG0515	1RZ61	4	universal	KLT	-	-	APH,RIO1	serine threonine protein kinase	13	18
NC_002937.3_1302	COG0834	2MBQ7	6	universal	ET	-	ko:K02030	SBP_bac_3	extracellular solute-binding protein, family 3	18	50
DOQA01000044.1_5	COG1496	2M844	6	universal	S	-	ko:K05810	Cu-oxidase_4	PFAM Multi-copper polyphenol oxidoreductase laccase	18	19
DOQA01000013.1_56	COG1999	2M9V6	6	universal	S	-	ko:K07152	-	protein SCO1 SenC PrrC involved in biogenesis of respiratory and photosynthetic systems	15	23
NZ_CP076686.1_299	2Z9NV	1XZNS	5	universal	S	-	-	RES	RES	2	2
NC_017506.1_3600	2ZWH8	467A6	5	universal	S	-	-	DUF3581	Protein of unknown function (DUF3581)	4	4
NC_017506.1_1617	COG0385	1RN2S	4	universal	S	-	ko:K14347	SBF_like	Bile acid sodium symporter	5	5
LORG01000010.1_15	COG0449	23S3N	4	universal	M	2.6.1.16	ko:K00820	GATase_6,SIS	Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source	1	1
NC_002937.3_2708	32E5K	2MFZI	6	universal	-	-	ko:K16783	-	-	1	1
NC_017310.1_1740	COG2226	2MBFH	6	universal	Q	-	-	Methyltransf_25	PFAM Methyltransferase type 11	17	38
NZ_JAHXRN010000005.1_10	COG3722	1SITS	4	universal	K	-	-	MtlR	fumarate hydratase activity	2	2
NZ_CP076686.1_2942	COG3807	46D3W	5	universal	S	-	-	OMP_b-brl,SH3_3,SH3_4	Bacterial SH3 domain	8	8
NC_017506.1_1994	COG1917	1SE9U	4	universal	S	-	-	-	Cupin 2, conserved barrel domain protein	29	63
NC_017310.1_1604	COG1385	2M9AI	6	universal	J	2.1.1.193	ko:K09761	Methyltrans_RNA	Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit	8	8
NC_017310.1_868	33V5Y	2MAFN	6	universal	-	-	-	-	-	1	1
NZ_JAHXRN010000003.1_374	COG3219	1N2ED	3	universal	S	-	-	DUF2063	Putative DNA-binding domain	20	26
NZ_JAHWRS010000001.1_1470	COG2304	4678X	5	universal	S	-	-	-	oxidoreductase activity	18	36
NZ_CP076686.1_3941	32W5E	46DFH	5	universal	-	-	-	-	-	1	1
